user_id,item_id,timestamp
0,34,1607590072
0,26,1607590260
0,187,1607590503
0,86,1607591006
0,111,1607591526
0,141,1607591767
0,102,1607592038
0,89,1607592411
0,102,1607592523
0,3,1607592538
0,151,1607593028
0,29,1607593029
0,120,1607593175
0,94,1607593327
0,123,1607593656
0,38,1607593741
0,26,1607594053
0,143,1607594474
0,51,1607594929
0,176,1607595137
0,109,1607595627
0,100,1607596139
0,138,1607596249
0,14,1607596646
0,105,1607596882
0,89,1607597306
0,123,1607818498
0,156,1607818658
0,97,1607818830
0,132,1608662622
0,119,1608662986
0,47,1608663518
0,114,1608663878
0,92,1608664186
0,141,1608664697
0,33,1608664739
1,187,1607570393
1,46,1607570568
1,25,1607571078
1,125,1607571551
1,13,1607571810
1,23,1607572124
1,164,1607572173
1,50,1607572183
1,160,1607572301
1,164,1607572519
1,4,1607573105
1,63,1607573122
1,100,1607573278
1,84,1607573348
1,123,1607573421
1,187,1607573985
1,44,1607574099
1,167,1607574102
1,48,1607574158
1,123,1607574411
1,192,1607574774
1,10,1607575113
1,119,1607575209
1,28,1607575714
1,68,1607575951
1,31,1607576313
2,99,1607883014
2,19,1607883417
2,33,1607883934
2,4,1607883959
2,140,1607884411
2,105,1607884444
2,175,1607884838
2,111,1607885012
2,123,1607885312
2,5,1607885464
2,99,1607885933
2,46,1607886364
2,127,1607886612
2,192,1607886890
2,156,1607887403
2,188,1607928995
2,103,1607929277
2,71,1607929571
2,47,1607929738
2,129,1607929885
2,70,1607992853
2,79,1607992887
2,152,1607992936
2,188,1607993355
2,60,1607993530
2,171,1607994122
2,13,1607994565
2,91,1607994693
2,197,1607995147
2,181,1607995637
2,122,1607995912
2,7,1607996311
3,48,1608314105
3,134,1608314450
3,109,1608314911
3,173,1608315153
3,88,1608315599
3,120,1608316064
3,119,1608316321
3,182,1608316851
3,164,1608317161
3,13,1608317344
3,8,1608317412
3,186,1608317964
3,91,1608318328
3,7,1608318589
3,70,1608318723
4,46,1607564758
4,61,1607564768
4,9,1607565045
4,169,1607565467
4,88,1607565979
4,157,1607566147
4,15,1607566393
4,175,1607566721
4,193,1607567293
4,46,1607567860
4,136,1607568137
4,175,1607568381
4,141,1607568561
4,147,1607568917
4,102,1607569132
4,39,1607569546
4,69,1607569796
4,9,1607569797
4,44,1607569812
4,40,1607569845
4,86,1607570395
4,61,1607570697
4,126,1608140551
4,82,1608140638
4,131,1608140990
4,42,1608141247
4,130,1608141322
4,56,1608141629
4,136,1608142123
4,57,1608142453
4,141,1608142763
4,73,1608143206
4,71,1608143623
4,77,1608144198
4,14,1608144236
4,89,1608144377
4,5,1608144452
4,64,1608144455
4,42,1608144631
4,151,1608532482
4,13,1608532500
4,80,1608532635
4,97,1608533191
4,199,1608533358
4,129,1608533733
4,85,1608534209
4,37,1608534784
4,73,1608535089
4,117,1608535504
4,33,1608535857
4,131,1608536012
4,73,1608536162
4,25,1608536302
6,1,1607592527
6,101,1607592598
7,132,1607780085
7,146,1607780628
7,61,1607780775
7,139,1607781245
7,152,1607781509
7,52,1607781984
7,28,1607782184
7,86,1607782305
7,153,1607782308
7,140,1607782622
7,73,1607783011
7,24,1607783310
7,186,1607783490
7,49,1607783868
7,7,1607783886
7,12,1607784231
7,125,1607784413
7,94,1607784573
7,75,1607784608
7,139,1607784720
7,49,1607784973
7,41,1607785295
7,176,1607785752
7,196,1608333058
7,182,1608333209
7,145,1608333262
7,92,1608333383
7,20,1608333775
7,47,1608334101
7,158,1608334162
7,184,1608334598
7,132,1608334867
7,151,1608340208
7,101,1608340567
9,156,1607954744
9,87,1607955210
9,96,1607955269
9,172,1607955333
9,88,1607955736
9,7,1607955848
9,147,1607956438
9,112,1607956697
9,153,1607957170
9,199,1607957650
9,136,1607957786
9,192,1607957810
9,148,1607957877
10,100,1607701839
11,88,1607717756
11,123,1607718101
11,46,1607718561
11,71,1607719049
11,173,1607719526
11,119,1607719802
11,50,1607720109
11,155,1607720566
11,154,1607720829
11,44,1607720932
11,50,1607721374
11,79,1607721625
11,34,1607721917
11,96,1607722210
11,166,1607722482
11,45,1607722575
11,140,1607722626
11,154,1607722875
11,19,1607734651
13,69,1607869257
13,120,1607869783
13,26,1607869953
13,86,1607870319
13,108,1607870855
13,151,1607870998
13,199,1607871194
13,12,1607871647
13,70,1607871798
13,193,1607872017
13,98,1607872314
13,199,1607872891
13,142,1607873006
13,114,1607873098
13,94,1607873670
13,77,1607873838
13,199,1608183704
13,172,1608184118
13,76,1608184441
13,77,1608184610
13,85,1608184904
13,148,1608185231
13,148,1608185810
13,99,1608185848
13,65,1608186179
13,56,1608186341
13,95,1608186621
13,132,1608186851
13,124,1608187045
13,23,1608187200
13,70,1608187450
13,75,1608187686
13,199,1608187907
13,65,1608188418
13,178,1608188940
13,98,1608189146
13,148,1608189627
13,90,1608189990
13,101,1608190333
13,38,1608190603
13,120,1608190867
13,134,1608191322
13,131,1608209528
13,132,1608210101
13,192,1608210596
13,142,1608210947
13,151,1608211282
13,56,1608211839
13,128,1608211913
13,53,1608435595
13,160,1608436123
13,40,1608436640
13,121,1608436874
13,132,1608437226
13,7,1608437646
13,142,1608632395
13,20,1608632612
13,25,1608632675
13,68,1608632953
13,127,1608633495
13,123,1608633641
13,191,1608633736
13,1,1608633978
13,56,1608634019
13,112,1608634067
13,111,1608698527
13,189,1608698631
13,139,1608698721
